YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"WEEK ENDING","PROGRESS in PCT PLANTED","PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED","PROGRESS in PCT EMERGED","PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED","PROGRESS in PCT SILKING","PROGRESS, 5 YEAR AVG in PCT SILKING","PROGRESS, PREVIOUS YEAR in PCT SILKING","PROGRESS in PCT DOUGH","PROGRESS, 5 YEAR AVG in PCT DOUGH","PROGRESS, PREVIOUS YEAR in PCT DOUGH","PROGRESS in PCT DENTED","PROGRESS, 5 YEAR AVG in PCT DENTED","PROGRESS, PREVIOUS YEAR in PCT DENTED","PROGRESS in PCT MATURE","PROGRESS, 5 YEAR AVG in PCT MATURE","PROGRESS, PREVIOUS YEAR in PCT MATURE","PROGRESS in PCT HARVESTED","PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED"
2016,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2016-04-24,30,16,16,5,4,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2016-05-01,45,30,45,13,8,7," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2016-05-08,64,50,69,27,17,23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2016-05-15,75,70,82,43,34,48," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2016-05-22,86,85,90,60,55,69," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2016-05-29,94,92,94,78,75,81," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2016-06-05,98,97,99,90,86,89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2016-06-12," "," "," ",96,94,95," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2016-06-26," "," "," "," "," "," ",6,5,3," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2016-07-03," "," "," "," "," "," ",15,13,10," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2016-07-10," "," "," "," "," "," ",32,26,23," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2016-07-17," "," "," "," "," "," ",56,46,47," "," "," "," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2016-07-24," "," "," "," "," "," ",79,70,71,13,13,12," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2016-07-31," "," "," "," "," "," ",91,85,87,30,25,25," "," "," "," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2016-08-07," "," "," "," "," "," ",97,94,94,53,42,44,9,12,8," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2016-08-14," "," "," "," "," "," "," "," "," ",73,60,65,21,21,18," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2016-08-21," "," "," "," "," "," "," "," "," ",85,76,81,40,35,34," "," "," "," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2016-08-28," "," "," "," "," "," "," "," "," ",92,87,90,60,52,54,9,11,8," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2016-09-04," "," "," "," "," "," "," "," "," ",96,94,95,76,69,71,18,20,17," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2016-09-11," "," "," "," "," "," "," "," "," "," "," "," ",87,82,84,33,32,31," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2016-09-18," "," "," "," "," "," "," "," "," "," "," "," ",93,91,92,53,48,48," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2016-09-25," "," "," "," "," "," "," "," "," "," "," "," ",97,96,96,73,64,66," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2016-10-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",86,79,82," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2016-10-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,88,92," "," "," "
2016,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2016-10-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,94,97," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2017-04-09,3,3,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2017-04-16,6,9,12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2017-04-23,17,18,28,4,4,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2017-04-30,34,34,43,9,8,12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2017-05-07,47,52,61,15,19,25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2017-05-14,71,70,73,31,36,41," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2017-05-21,84,85,84,54,55,58," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2017-05-28,91,93,93,73,75,75," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2017-06-04,96,97,97,86,87,88," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2017-06-11," "," "," ",94,94,95," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2017-06-18," "," "," ",98,98,99," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2017-06-25," "," "," "," "," "," ",4,5,5," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2017-07-02," "," "," "," "," "," ",10,13,14," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2017-07-09," "," "," "," "," "," ",19,27,30," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2017-07-16," "," "," "," "," "," ",40,47,53," "," "," "," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2017-07-23," "," "," "," "," "," ",67,69,76,8,13,12," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2017-07-30," "," "," "," "," "," ",85,85,89,23,25,28," "," "," "," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2017-08-06," "," "," "," "," "," ",93,94,96,42,44,50,7,11,8," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2017-08-13," "," "," "," "," "," ",97,98,99,61,62,70,16,20,19," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2017-08-20," "," "," "," "," "," "," "," "," ",76,77,83,29,35,37," "," "," "," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2017-08-27," "," "," "," "," "," "," "," "," ",86,87,91,44,51,57,6,10,8," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2017-09-03," "," "," "," "," "," "," "," "," ",92,94,95,60,68,74,12,18,17," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2017-09-10," "," "," "," "," "," "," "," "," ",96,97,99,75,81,85,21,31,31," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2017-09-17," "," "," "," "," "," "," "," "," "," "," "," ",86,90,92,34,47,50," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2017-09-24," "," "," "," "," "," "," "," "," "," "," "," ",93,95,96,51,64,70," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2017-10-01," "," "," "," "," "," "," "," "," "," "," "," ",96,98,100,68,78,84," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2017-10-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",82,87,92," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2017-10-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,94,96," "," "," "
2017,"US TOTAL","  ","  ","   ","WEEK #42",CORN,2017-10-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,97,99," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2018-04-08,2,2,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2018-04-15,3,5,6," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2018-04-22,5,14,15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2018-04-29,17,27,32,3,6,8," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2018-05-06,39,44,45,8,14,14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2018-05-13,62,63,68,28,27,29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2018-05-20,81,81,82,50,47,51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2018-05-27,92,90,90,72,69,70," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2018-06-03,97,95,95,86,83,84," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2018-06-10," "," "," ",94,92,93," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2018-06-17," "," "," ",98,97,97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2018-06-24," "," "," "," "," "," ",5,3,4," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2018-07-01," "," "," "," "," "," ",17,8,9," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2018-07-08," "," "," "," "," "," ",37,18,18," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2018-07-15," "," "," "," "," "," ",63,37,37," "," "," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2018-07-22," "," "," "," "," "," ",81,62,63,18,8,8," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2018-07-29," "," "," "," "," "," ",91,82,82,38,20,21," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2018-08-05," "," "," "," "," "," ",96,92,92,57,37,39,12,6,6," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #32",CORN,2018-08-12," "," "," "," "," "," "," "," "," ",73,56,58,26,13,15," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #33",CORN,2018-08-19," "," "," "," "," "," "," "," "," ",85,72,74,44,26,27," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #34",CORN,2018-08-26," "," "," "," "," "," "," "," "," ",92,84,85,61,42,42,10,5,5," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #35",CORN,2018-09-02," "," "," "," "," "," "," "," "," ",96,91,91,75,60,58,22,11,11," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #36",CORN,2018-09-09," "," "," "," "," "," "," "," "," "," "," "," ",86,75,73,35,21,20," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #37",CORN,2018-09-16," "," "," "," "," "," "," "," "," "," "," "," ",93,86,84,54,36,32," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #38",CORN,2018-09-23," "," "," "," "," "," "," "," "," "," "," "," ",97,93,92,72,53,49," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #39",CORN,2018-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",86,71,66," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #40",CORN,2018-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,83,80," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #41",CORN,2018-10-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,91,89," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #14",CORN,2019-04-07,2,2,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #15",CORN,2019-04-14,3,5,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #16",CORN,2019-04-21,6,12,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #17",CORN,2019-04-28,15,27,15,3,5,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #18",CORN,2019-05-05,23,46,36,6,13,7," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #19",CORN,2019-05-12,30,66,59,10,29,25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #20",CORN,2019-05-19,49,80,78,19,49,47," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2019-05-26,58,90,90,32,69,69," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2019-06-02,67,96,96,46,84,84," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #23",CORN,2019-06-09,83,99,99,62,93,93," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #24",CORN,2019-06-16,92,100,100,79,97,97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #25",CORN,2019-06-23,96,100,100,89,99,100," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #26",CORN,2019-06-30," "," "," ",94,100,100," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #27",CORN,2019-07-07," "," "," ",98,100,100,8,22,34," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #28",CORN,2019-07-14," "," "," "," "," "," ",17,42,59," "," "," "," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #29",CORN,2019-07-21," "," "," "," "," "," ",35,66,78,5,10,16," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #30",CORN,2019-07-28," "," "," "," "," "," ",58,83,90,13,23,35," "," "," "," "," "," "," "," "," "
2019,"US TOTAL","  ","  ","   ","WEEK #31",CORN,2019-08-04," "," "," "," "," "," ",78,93,95,23,42,54," "," "," "," "," "," "," "," "," "
1981,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1981-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",17,19," "
1981,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1981-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",24,29," "
1981,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1981-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",31,42," "
1981,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1981-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",46,57," "
1981,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1981-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",59,70," "
1981,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1981-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",70,80," "
1981,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1981-11-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",84,88," "
1981,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",1981-11-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",92,93," "
1981,"US TOTAL","  ","  ","   ","WEEK #48","CORN, GRAIN",1981-11-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,96," "
1982,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1982-09-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6," "," "
1982,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1982-09-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8," "," "
1982,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1982-10-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,18," "
1982,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1982-10-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",18,27," "
1982,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1982-10-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",28,40," "
1982,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1982-10-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",40,55," "
1982,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1982-10-31," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",55,67," "
1982,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1982-11-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",70,78," "
1982,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1982-11-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",80,87," "
1982,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1982-11-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,92," "
1982,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",1982-11-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",92,96," "
1982,"US TOTAL","  ","  ","   ","WEEK #48","CORN, GRAIN",1982-12-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,98," "
1983,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1983-09-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,4," "
1983,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1983-09-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,8," "
1983,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1983-10-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",24,14," "
1983,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1983-10-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",42,23," "
1983,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1983-10-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",59,34," "
1983,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1983-10-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",72,49," "
1983,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1983-10-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",82,63," "
1983,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1983-11-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",91,77," "
1983,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1983-11-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,85," "
1983,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1983-11-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,91," "
1984,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1984-09-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,4," "
1984,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1984-09-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8,8," "
1984,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1984-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13,14," "
1984,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1984-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",20,24," "
1984,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1984-10-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",27,34," "
1984,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1984-10-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",34,47," "
1984,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1984-10-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",49,61," "
1984,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1984-11-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",64,72," "
1984,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1984-11-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,83," "
1984,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1984-11-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,91," "
1984,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",1984-11-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,94," "
1984,"US TOTAL","  ","  ","   ","WEEK #48","CORN, GRAIN",1984-12-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,97," "
1984,"US TOTAL","  ","  ","   ","WEEK #49","CORN, GRAIN",1984-12-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,99," "
1985,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1985-09-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5,5," "
1985,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1985-09-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8,9," "
1985,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1985-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,15," "
1985,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1985-10-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",18,24," "
1985,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1985-10-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",25,35," "
1985,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1985-10-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",34,47," "
1985,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1985-10-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",44,61," "
1985,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1985-11-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",59,72," "
1985,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1985-11-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",73,83," "
1985,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1985-11-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",78,90," "
